transport_km_per_week,vehicle_type,electricity_kwh_per_month,diet_type,food_kg_per_week,shopping_spend_usd_per_month,gadgets_usage_hours_per_day,transport_co2,electricity_co2,food_co2,shopping_co2,gadgets_co2,total_co2_per_week
288,car_diesel,413,high_meat,8.59,580,10.26,49.248000000000005,49.043749999999996,64.425,2.9,3.591,169.20775
276,car_diesel,329,vegan,4.07,130,7.38,47.196000000000005,39.06875,8.14,0.65,2.583,97.63775000000001
134,bus,207,vegan,2.82,598,7.16,14.07,24.581249999999997,5.64,2.99,2.5060000000000002,49.78725
194,car_petrol,108,high_meat,3.53,729,2.16,37.248,12.825,26.474999999999998,3.645,0.7560000000000001,80.94899999999998
127,car_petrol,177,vegan,4.96,932,2.84,24.384,21.01875,9.92,4.66,0.9939999999999999,60.976749999999996
32,train,164,vegetarian,6.44,983,11.69,1.312,19.474999999999998,19.32,4.915,4.0915,49.1135
175,bus,258,high_meat,6.95,304,3.51,18.375,30.6375,52.125,1.52,1.2285,103.886
21,bus,575,mixed,6.5,914,11.75,2.205,68.28125,32.5,4.57,4.1125,111.66875
237,bus,570,high_meat,5.11,370,6.85,24.884999999999998,67.6875,38.325,1.85,2.3975,135.14499999999998
157,bus,286,vegetarian,8.63,856,2.49,16.485,33.9625,25.89,4.28,0.8715,81.489
37,car_petrol,330,vegetarian,12.73,852,2.09,7.104,39.1875,38.19,4.26,0.7314999999999999,89.473
229,car_petrol,408,high_meat,5.64,383,3.3,43.968,48.449999999999996,42.3,1.915,1.155,137.788
50,car_diesel,250,high_meat,14.25,907,11.18,8.55,29.6875,106.875,4.535,3.9130000000000003,153.56050000000002
263,car_diesel,327,vegan,13.35,444,5.56,44.973000000000006,38.83125,26.7,2.22,1.9459999999999997,114.67025
282,bus,284,vegetarian,4.1,424,5.35,29.61,33.725,12.299999999999999,2.12,1.8725,79.62750000000001
26,bus,543,high_meat,12.22,160,4.45,2.73,64.48125,91.65,0.8,1.5575,161.21875000000003
225,bus,53,high_meat,9.47,177,2.62,23.625,6.293749999999999,71.025,0.885,0.917,102.74575000000002
276,car_diesel,491,vegetarian,9.37,628,6.37,47.196000000000005,58.30625,28.11,3.14,2.2295,138.98175
285,train,78,high_meat,7.08,707,2.43,11.685,9.2625,53.1,3.535,0.8505,78.43299999999999
96,train,158,vegan,8.51,894,10.19,3.936,18.7625,17.02,4.47,3.5664999999999996,47.754999999999995
283,car_diesel,124,vegetarian,7.16,489,5.07,48.393,14.725,21.48,2.445,1.7745,88.8175
146,car_diesel,195,vegan,9.02,326,5.12,24.966,23.15625,18.04,1.6300000000000001,1.792,69.58425
3,car_diesel,177,vegan,10.16,597,6.21,0.513,21.01875,20.32,2.985,2.1734999999999998,47.01025
34,car_diesel,91,vegan,10.77,288,5.89,5.814,10.80625,21.54,1.44,2.0614999999999997,41.66175
191,car_diesel,405,vegan,8.92,592,11.94,32.661,48.09375,17.84,2.96,4.179,105.73375
48,car_diesel,90,vegetarian,11.38,663,7.0,8.208,10.6875,34.14,3.315,2.45,58.8005
16,bus,83,vegan,3.84,572,1.97,1.68,9.85625,7.68,2.86,0.6895,22.765749999999997
171,bus,66,vegan,4.76,572,7.68,17.955,7.8374999999999995,9.52,2.86,2.688,40.8605
219,bus,202,high_meat,12.64,353,2.67,22.994999999999997,23.987499999999997,94.80000000000001,1.7650000000000001,0.9345000000000001,144.482
157,bus,427,vegetarian,6.19,27,1.34,16.485,50.70625,18.57,0.135,0.46900000000000003,86.36524999999999
45,car_diesel,391,vegetarian,2.3,953,11.68,7.695,46.43125,6.8999999999999995,4.765,4.088,69.87924999999998
5,train,76,mixed,4.0,42,9.51,0.20500000000000002,9.025,20.0,0.21,3.3285,32.7685
98,car_petrol,336,vegetarian,4.91,680,11.78,18.816,39.9,14.73,3.4,4.122999999999999,80.96900000000001
232,car_diesel,217,vegetarian,14.45,422,6.26,39.672000000000004,25.768749999999997,43.349999999999994,2.11,2.191,113.09175
36,car_petrol,317,mixed,9.45,597,6.85,6.912,37.64375,47.25,2.985,2.3975,97.18824999999998
279,train,504,vegetarian,14.13,176,2.85,11.439,59.849999999999994,42.39,0.88,0.9975,115.55649999999999
180,bus,450,vegetarian,9.48,528,3.72,18.9,53.4375,28.44,2.64,1.3020000000000003,104.71950000000001
94,train,525,vegetarian,8.23,609,10.22,3.854,62.34375,24.69,3.045,3.577,97.50975
98,car_diesel,179,vegetarian,6.08,965,4.92,16.758000000000003,21.256249999999998,18.240000000000002,4.825,1.722,62.80125000000001
187,bus,412,mixed,9.88,493,10.09,19.634999999999998,48.925,49.400000000000006,2.465,3.5315000000000003,123.9565
115,car_diesel,341,vegetarian,3.81,197,8.8,19.665000000000003,40.49375,11.43,0.985,3.0800000000000005,75.65375
190,bus,420,vegetarian,13.68,609,2.95,19.95,49.875,41.04,3.045,1.0325000000000002,114.94250000000001
252,car_petrol,78,mixed,12.78,576,6.58,48.384,9.2625,63.9,2.88,2.303,126.7295
160,car_petrol,198,high_meat,6.13,841,8.45,30.72,23.5125,45.975,4.205,2.9575,107.37
255,car_petrol,345,vegan,14.39,852,3.59,48.96,40.96875,28.78,4.26,1.2565,124.22525000000002
127,train,60,high_meat,12.73,516,10.14,5.207,7.125,95.47500000000001,2.58,3.549,113.93600000000002
17,car_diesel,561,mixed,10.66,513,6.99,2.907,66.61874999999999,53.3,2.565,2.4465000000000003,127.83724999999998
280,train,162,vegan,3.58,21,2.82,11.48,19.2375,7.16,0.105,0.9869999999999999,38.9695
222,car_petrol,236,mixed,8.22,111,7.41,42.624,28.025,41.1,0.555,2.5935000000000006,114.89750000000001
53,car_diesel,276,mixed,8.58,56,12.0,9.063,32.775,42.9,0.28,4.200000000000001,89.218
57,car_petrol,359,vegetarian,5.02,65,2.66,10.944,42.63125,15.059999999999999,0.325,0.931,69.89125
173,train,147,vegan,3.04,841,9.98,7.093,17.45625,6.08,4.205,3.4930000000000003,38.32725
279,train,104,vegetarian,12.1,97,3.28,11.439,12.35,36.3,0.485,1.1480000000000001,61.722
113,train,455,vegan,3.59,143,9.61,4.633,54.03125,7.18,0.715,3.3634999999999997,69.92275000000001
287,car_petrol,118,mixed,9.73,879,9.08,55.104,14.0125,48.650000000000006,4.3950000000000005,3.178,125.3395
150,car_diesel,361,mixed,14.17,434,4.31,25.650000000000002,42.86875,70.85,2.17,1.5085,143.04724999999996
126,car_diesel,338,high_meat,13.39,636,4.58,21.546000000000003,40.137499999999996,100.42500000000001,3.18,1.603,166.8915
154,car_petrol,597,vegan,5.61,678,9.72,29.568,70.89375,11.22,3.39,3.402,118.47375
272,car_diesel,197,vegetarian,13.07,85,6.08,46.512,23.393749999999997,39.21,0.425,2.128,111.66874999999999
103,car_petrol,516,high_meat,2.0,587,9.04,19.776,61.275,15.0,2.935,3.1639999999999997,102.15
298,car_diesel,293,high_meat,2.23,343,2.63,50.958000000000006,34.793749999999996,16.725,1.715,0.9205000000000001,105.11225000000002
245,bus,540,high_meat,9.83,935,10.38,25.724999999999998,64.125,73.725,4.675,3.633,171.883
175,bus,556,vegetarian,6.74,293,8.82,18.375,66.02499999999999,20.22,1.465,3.0870000000000006,109.172
38,train,414,high_meat,7.02,955,10.98,1.558,49.162499999999994,52.65,4.775,3.8430000000000004,111.9885
169,bus,531,vegetarian,9.34,570,2.46,17.745,63.05625,28.02,2.85,0.861,112.53224999999999
246,bus,250,high_meat,4.49,649,7.52,25.83,29.6875,33.675000000000004,3.245,2.632,95.0695
25,bus,203,vegetarian,4.75,610,7.59,2.625,24.10625,14.25,3.0500000000000003,2.6565,46.68775
12,car_petrol,499,mixed,8.3,703,4.89,2.3040000000000003,59.256249999999994,41.5,3.515,1.7115,108.28675
35,bus,550,mixed,11.81,242,6.04,3.675,65.3125,59.050000000000004,1.21,2.1140000000000003,131.3615
172,bus,122,mixed,10.05,830,1.42,18.06,14.487499999999999,50.25,4.15,0.49699999999999994,87.4445
19,train,345,mixed,5.87,560,9.2,0.779,40.96875,29.35,2.8000000000000003,3.2199999999999998,77.11775
263,bus,66,mixed,7.59,959,7.04,27.615,7.8374999999999995,37.95,4.795,2.4640000000000004,80.6615
141,bus,266,high_meat,4.22,31,1.64,14.805,31.5875,31.65,0.155,0.5740000000000001,78.77149999999999
142,car_diesel,110,high_meat,2.97,390,8.49,24.282000000000004,13.0625,22.275000000000002,1.95,2.9715000000000003,64.54100000000001
91,train,91,high_meat,12.18,276,6.13,3.7310000000000003,10.80625,91.35,1.3800000000000001,2.1455,109.41274999999999
287,train,74,vegetarian,5.45,531,1.38,11.767000000000001,8.7875,16.35,2.6550000000000002,0.48299999999999993,40.0425
214,train,88,vegetarian,4.31,153,11.67,8.774000000000001,10.45,12.93,0.765,4.0845,37.003499999999995
50,train,180,vegetarian,10.99,382,11.44,2.0500000000000003,21.375,32.97,1.9100000000000001,4.004,62.30899999999999
152,train,547,vegetarian,10.03,67,6.64,6.232,64.95625,30.089999999999996,0.335,2.3240000000000003,103.93724999999998
185,train,278,mixed,10.23,877,2.03,7.585,33.012499999999996,51.150000000000006,4.385,0.7104999999999999,96.843
62,car_petrol,157,mixed,4.98,883,9.3,11.904,18.64375,24.900000000000002,4.415,3.255000000000001,63.11775
189,bus,221,mixed,5.02,213,6.41,19.845,26.24375,25.099999999999998,1.065,2.2435,74.49725
124,train,484,vegan,4.87,654,4.33,5.0840000000000005,57.474999999999994,9.74,3.27,1.5155000000000003,77.08449999999999
149,bus,527,high_meat,4.26,375,6.41,15.645,62.58125,31.95,1.875,2.2435,114.29475
57,bus,151,vegetarian,10.52,743,6.75,5.984999999999999,17.93125,31.56,3.715,2.3625000000000003,61.553749999999994
179,car_petrol,573,vegetarian,13.02,212,7.19,34.368,68.04375,39.06,1.06,2.5165,145.04825000000002
169,train,324,mixed,11.42,78,5.85,6.929,38.475,57.1,0.39,2.0475,104.9415
270,car_diesel,93,vegetarian,12.3,725,7.66,46.17,11.04375,36.900000000000006,3.625,2.681,100.41975000000001
53,car_petrol,66,vegetarian,7.26,627,11.11,10.176,7.8374999999999995,21.78,3.1350000000000002,3.8885,46.817
100,car_diesel,379,high_meat,10.5,603,4.98,17.1,45.00625,78.75,3.015,1.743,145.61424999999997
263,bus,546,mixed,6.61,781,8.98,27.615,64.83749999999999,33.050000000000004,3.9050000000000002,3.1430000000000007,132.5505
52,bus,61,high_meat,8.83,922,10.84,5.46,7.2437499999999995,66.225,4.61,3.7940000000000005,87.33274999999999
59,car_petrol,367,vegan,8.26,380,6.02,11.328,43.58125,16.52,1.9000000000000001,2.1069999999999998,75.43625
107,car_petrol,265,vegan,4.3,679,5.88,20.544,31.46875,8.6,3.395,2.058,66.06575000000001
4,car_diesel,388,vegan,7.03,57,7.62,0.684,46.074999999999996,14.06,0.28500000000000003,2.667,63.770999999999994
102,train,130,mixed,14.53,795,7.51,4.182,15.4375,72.64999999999999,3.975,2.6285,98.87299999999999
195,car_diesel,534,vegetarian,5.23,25,9.87,33.345000000000006,63.412499999999994,15.690000000000001,0.125,3.4545,116.02699999999999
261,car_petrol,423,mixed,3.74,880,6.24,50.112,50.231249999999996,18.700000000000003,4.4,2.184,125.62725
46,car_diesel,249,mixed,7.44,446,11.96,7.8660000000000005,29.568749999999998,37.2,2.23,4.186000000000001,81.05075000000001
143,car_petrol,586,vegetarian,12.27,65,1.65,27.456,69.58749999999999,36.81,0.325,0.5775,134.75599999999997
268,car_diesel,515,high_meat,9.57,920,1.03,45.828,61.15625,71.775,4.6000000000000005,0.36050000000000004,183.71975
123,car_petrol,138,vegan,10.85,759,8.04,23.616,16.3875,21.7,3.795,2.8139999999999996,68.3125
105,car_petrol,317,high_meat,4.47,253,4.28,20.16,37.64375,33.525,1.2650000000000001,1.4980000000000002,94.09174999999999
157,car_petrol,538,vegan,10.05,898,3.64,30.144000000000002,63.887499999999996,20.1,4.49,1.2740000000000002,119.89549999999998
146,train,587,mixed,6.21,967,4.43,5.986000000000001,69.70625,31.05,4.835,1.5505,113.12774999999999
144,car_diesel,96,vegan,12.85,43,3.82,24.624000000000002,11.399999999999999,25.7,0.215,1.337,63.27600000000001
119,car_diesel,337,mixed,10.18,96,1.34,20.349,40.01875,50.9,0.48,0.46900000000000003,112.21675
274,car_diesel,65,high_meat,4.59,553,11.69,46.854000000000006,7.71875,34.425,2.765,4.0915,95.85425
91,car_petrol,450,mixed,2.84,226,3.43,17.472,53.4375,14.2,1.1300000000000001,1.2005000000000001,87.44000000000001
57,car_diesel,135,high_meat,2.55,773,9.07,9.747,16.03125,19.125,3.865,3.1745,51.942750000000004
228,car_diesel,299,vegetarian,6.83,678,9.39,38.988,35.50625,20.490000000000002,3.39,3.2865,101.66075000000001
116,car_petrol,440,vegetarian,5.46,435,11.22,22.272000000000002,52.25,16.38,2.1750000000000003,3.9270000000000005,97.004
278,bus,384,vegetarian,10.4,790,1.34,29.189999999999998,45.599999999999994,31.200000000000003,3.95,0.46900000000000003,110.40899999999999
126,car_petrol,568,mixed,8.49,600,10.59,24.192,67.45,42.45,3.0,3.7064999999999997,140.7985
128,car_diesel,186,vegetarian,5.46,378,6.8,21.888,22.0875,16.38,1.8900000000000001,2.3800000000000003,64.62549999999999
57,car_petrol,547,vegan,3.94,177,7.96,10.944,64.95625,7.88,0.885,2.786,87.45125
121,bus,526,high_meat,3.65,426,8.09,12.705,62.4625,27.375,2.13,2.8315,107.504
0,car_petrol,272,high_meat,13.24,914,10.02,0.0,32.3,99.3,4.57,3.507,139.677
238,car_diesel,421,vegan,5.17,708,4.67,40.698,49.99375,10.34,3.54,1.6345,106.20625000000001
289,bus,451,mixed,10.47,306,9.06,30.345,53.55625,52.35,1.53,3.1710000000000003,140.95225
95,train,492,mixed,12.54,778,6.81,3.895,58.425,62.699999999999996,3.89,2.3835,131.2935
125,car_diesel,539,high_meat,9.98,503,9.73,21.375,64.00625,74.85000000000001,2.515,3.4055000000000004,166.15174999999996
117,bus,322,vegetarian,13.17,267,11.9,12.285,38.2375,39.51,1.335,4.165000000000001,95.5325
47,bus,575,mixed,7.1,585,3.21,4.935,68.28125,35.5,2.9250000000000003,1.1235,112.76474999999999
88,train,208,mixed,14.43,7,11.94,3.608,24.7,72.15,0.035,4.179,104.672
236,car_petrol,201,vegan,3.73,919,1.99,45.312,23.86875,7.46,4.595,0.6965,81.93224999999998
271,car_petrol,237,vegan,3.33,507,1.03,52.032000000000004,28.143749999999997,6.66,2.535,0.36050000000000004,89.73124999999999
188,car_diesel,147,vegetarian,10.56,475,1.49,32.148,17.45625,31.68,2.375,0.5215,84.18075000000002
191,train,180,mixed,14.26,296,4.76,7.831,21.375,71.3,1.48,1.666,103.652
68,car_petrol,220,mixed,12.52,163,7.96,13.056000000000001,26.125,62.599999999999994,0.8150000000000001,2.786,105.38199999999999
277,train,232,vegan,2.99,484,1.76,11.357000000000001,27.549999999999997,5.98,2.42,0.6160000000000001,47.923
246,car_petrol,413,mixed,5.63,596,1.06,47.232,49.043749999999996,28.15,2.98,0.37100000000000005,127.77674999999999
75,bus,88,high_meat,14.09,71,11.31,7.875,10.45,105.675,0.355,3.9585,128.3135
153,car_petrol,576,vegan,5.29,566,10.04,29.376,68.39999999999999,10.58,2.83,3.5140000000000002,114.69999999999999
143,train,546,vegetarian,12.16,904,9.9,5.863,64.83749999999999,36.480000000000004,4.5200000000000005,3.4650000000000003,115.1655
85,bus,565,vegan,12.73,558,10.73,8.924999999999999,67.09375,25.46,2.79,3.7555000000000005,108.02425
184,bus,398,mixed,8.44,910,8.7,19.32,47.262499999999996,42.199999999999996,4.55,3.045,116.3775
284,bus,446,vegetarian,7.02,943,2.15,29.82,52.9625,21.06,4.715,0.7525,109.31
219,train,210,vegan,7.85,237,5.39,8.979000000000001,24.9375,15.7,1.185,1.8865,52.688
68,car_diesel,65,high_meat,4.95,103,8.95,11.628,7.71875,37.125,0.515,3.1325000000000003,60.11925
46,car_diesel,542,high_meat,13.56,209,4.08,7.8660000000000005,64.3625,101.7,1.045,1.4280000000000002,176.40149999999997
93,car_diesel,475,vegan,7.86,553,8.56,15.903,56.40625,15.72,2.765,2.9960000000000004,93.79025
237,train,157,high_meat,13.47,827,1.27,9.717,18.64375,101.025,4.135,0.4445,133.96525
203,bus,499,high_meat,3.37,467,4.37,21.314999999999998,59.256249999999994,25.275000000000002,2.335,1.5295,109.71074999999999
217,car_diesel,360,high_meat,14.85,453,7.04,37.107,42.75,111.375,2.265,2.4640000000000004,195.96099999999998
38,train,219,vegetarian,7.76,267,7.95,1.558,26.006249999999998,23.28,1.335,2.7825,54.96175
99,car_diesel,595,high_meat,2.62,385,7.35,16.929000000000002,70.65625,19.650000000000002,1.925,2.5725,111.73275000000001
288,car_petrol,463,high_meat,2.49,774,8.68,55.296,54.981249999999996,18.675,3.87,3.038,135.86025
253,car_diesel,300,high_meat,11.7,847,1.07,43.263000000000005,35.625,87.75,4.235,0.37450000000000006,171.24750000000003
221,car_diesel,190,vegetarian,10.57,386,2.11,37.791000000000004,22.5625,31.71,1.93,0.7384999999999999,94.73200000000001
22,bus,323,vegan,12.43,876,10.56,2.31,38.356249999999996,24.86,4.38,3.696,73.60225
249,train,465,mixed,3.37,258,8.5,10.209,55.21875,16.85,1.29,2.9750000000000005,86.54275
9,bus,88,high_meat,2.46,282,2.24,0.945,10.45,18.45,1.41,0.7840000000000001,32.039
245,bus,78,vegan,8.61,625,10.26,25.724999999999998,9.2625,17.22,3.125,3.591,58.9235
99,bus,526,high_meat,7.04,874,3.66,10.395,62.4625,52.8,4.37,1.2810000000000001,131.3085
289,bus,367,vegetarian,8.01,39,6.26,30.345,43.58125,24.03,0.195,2.191,100.34224999999999
179,bus,294,vegan,14.89,485,2.6,18.794999999999998,34.9125,29.78,2.4250000000000003,0.91,86.82249999999999
222,car_diesel,321,vegetarian,14.62,928,8.81,37.962,38.11875,43.86,4.64,3.0835000000000004,127.66425
249,bus,489,high_meat,14.25,219,8.34,26.145,58.068749999999994,106.875,1.095,2.9190000000000005,195.10275000000001
146,bus,288,high_meat,12.19,128,3.32,15.33,34.199999999999996,91.425,0.64,1.1620000000000001,142.75699999999998
95,train,426,vegetarian,6.61,519,10.5,3.895,50.5875,19.830000000000002,2.595,3.6750000000000003,80.5825
256,car_petrol,315,mixed,7.36,612,5.41,49.152,37.40625,36.800000000000004,3.06,1.8935000000000002,128.31175
3,car_diesel,408,vegetarian,9.15,927,4.22,0.513,48.449999999999996,27.450000000000003,4.635,1.4769999999999999,82.525
15,car_diesel,389,high_meat,12.8,891,2.68,2.5650000000000004,46.193749999999994,96.0,4.455,0.9380000000000001,150.15175
279,car_diesel,438,vegetarian,2.89,687,3.93,47.709,52.012499999999996,8.67,3.435,1.3755000000000002,113.202
246,bus,52,mixed,7.52,618,1.24,25.83,6.175,37.599999999999994,3.09,0.434,73.12899999999999
257,bus,478,vegetarian,3.07,612,7.42,26.985,56.762499999999996,9.209999999999999,3.06,2.597,98.61449999999999
159,bus,191,mixed,8.69,259,10.26,16.695,22.68125,43.449999999999996,1.295,3.591,87.71224999999998
151,train,425,mixed,13.69,989,7.04,6.191,50.46875,68.45,4.945,2.4640000000000004,132.51875
177,car_petrol,373,vegetarian,12.17,965,3.41,33.984,44.293749999999996,36.51,4.825,1.1935,120.80624999999999
162,bus,195,vegetarian,4.96,365,1.37,17.009999999999998,23.15625,14.879999999999999,1.825,0.47950000000000004,57.350750000000005
32,car_petrol,342,vegan,14.69,757,3.36,6.144,40.6125,29.38,3.785,1.1760000000000002,81.0975
178,train,481,high_meat,10.68,786,5.58,7.298,57.11875,80.1,3.93,1.9530000000000003,150.39975
100,car_diesel,448,mixed,2.14,543,9.36,17.1,53.199999999999996,10.700000000000001,2.715,3.276,86.991
267,bus,393,vegan,5.32,648,3.07,28.035,46.668749999999996,10.64,3.24,1.0745,89.65825
64,car_petrol,189,vegetarian,5.39,523,8.92,12.288,22.443749999999998,16.169999999999998,2.615,3.122,56.638749999999995
167,car_petrol,236,high_meat,2.9,906,10.54,32.064,28.025,21.75,4.53,3.689,90.05799999999999
42,bus,110,vegan,14.48,813,5.99,4.41,13.0625,28.96,4.065,2.0965000000000003,52.594
43,car_diesel,429,mixed,8.22,886,10.04,7.353000000000001,50.943749999999994,41.1,4.43,3.5140000000000002,107.34075
284,car_diesel,489,vegan,13.65,15,7.1,48.56400000000001,58.068749999999994,27.3,0.075,2.485,136.49275
11,car_diesel,368,mixed,6.19,128,8.01,1.8810000000000002,43.699999999999996,30.950000000000003,0.64,2.8035,79.9745
94,train,351,vegetarian,3.63,574,6.79,3.854,41.68125,10.89,2.87,2.3765,61.671749999999996
252,car_petrol,393,high_meat,8.17,108,6.09,48.384,46.668749999999996,61.275,0.54,2.1315,158.99925
241,car_petrol,60,high_meat,3.48,886,3.58,46.272,7.125,26.1,4.43,1.2530000000000001,85.17999999999999
34,car_petrol,111,high_meat,8.32,532,4.34,6.5280000000000005,13.181249999999999,62.400000000000006,2.66,1.519,86.28825
214,train,275,vegetarian,13.96,669,4.19,8.774000000000001,32.65625,41.88,3.345,1.4665000000000001,88.12174999999999
89,car_petrol,202,mixed,8.77,268,7.2,17.088,23.987499999999997,43.849999999999994,1.34,2.5200000000000005,88.7855
263,train,359,vegetarian,10.01,161,2.32,10.783000000000001,42.63125,30.03,0.805,0.8119999999999999,85.06125000000002
92,car_diesel,292,high_meat,4.04,259,11.08,15.732000000000001,34.675,30.3,1.295,3.878,85.88
89,bus,542,vegetarian,2.57,923,8.93,9.344999999999999,64.3625,7.709999999999999,4.615,3.1255,89.15799999999999
114,car_petrol,415,vegetarian,3.44,101,5.42,21.888,49.28125,10.32,0.505,1.8970000000000002,83.89125
104,car_petrol,379,vegetarian,9.78,505,2.74,19.968,45.00625,29.339999999999996,2.525,0.9590000000000001,97.79825
195,car_diesel,156,mixed,3.24,734,10.7,33.345000000000006,18.525,16.200000000000003,3.67,3.745,75.48500000000001
113,bus,275,vegan,6.89,570,10.06,11.865,32.65625,13.78,2.85,3.521,64.67225
74,train,267,vegan,9.15,246,8.94,3.0340000000000003,31.706249999999997,18.3,1.23,3.129,57.399249999999995
216,bus,555,vegetarian,7.05,639,3.99,22.68,65.90625,21.15,3.1950000000000003,1.3965,114.32775000000001
276,car_diesel,308,vegan,4.13,794,5.43,47.196000000000005,36.574999999999996,8.26,3.97,1.9005,97.9015
248,car_diesel,566,vegan,5.56,836,2.13,42.408,67.21249999999999,11.12,4.18,0.7454999999999999,125.66600000000001
163,bus,103,vegetarian,14.07,536,3.08,17.115,12.23125,42.21,2.68,1.0780000000000003,75.31425000000002
191,train,96,vegetarian,10.79,130,9.61,7.831,11.399999999999999,32.37,0.65,3.3634999999999997,55.6145
226,train,570,high_meat,8.45,352,8.87,9.266,67.6875,63.37499999999999,1.76,3.1045,145.19299999999998
176,car_petrol,148,vegan,2.17,195,7.53,33.792,17.575,4.34,0.975,2.6355000000000004,59.31750000000001
98,train,69,mixed,14.9,792,10.85,4.018,8.19375,74.5,3.96,3.7975,94.46924999999999
35,bus,539,vegetarian,10.73,915,7.42,3.675,64.00625,32.19,4.575,2.597,107.04324999999999
95,car_diesel,468,high_meat,6.12,929,6.14,16.245,55.574999999999996,45.9,4.6450000000000005,2.149,124.514
151,car_petrol,111,mixed,13.43,665,4.74,28.992,13.181249999999999,67.15,3.325,1.659,114.30725000000001
150,car_petrol,194,vegan,5.36,381,11.34,28.8,23.037499999999998,10.72,1.905,3.9690000000000003,68.43149999999999
189,car_diesel,265,high_meat,9.07,644,1.91,32.319,31.46875,68.025,3.22,0.6685,135.70125
223,train,52,vegetarian,10.27,226,11.24,9.143,6.175,30.81,1.1300000000000001,3.934,51.192
36,car_diesel,209,mixed,4.87,700,10.09,6.156000000000001,24.818749999999998,24.35,3.5,3.5315000000000003,62.35625
267,train,169,vegetarian,14.72,475,2.43,10.947000000000001,20.068749999999998,44.160000000000004,2.375,0.8505,78.40124999999999
182,car_diesel,138,vegan,11.73,476,7.21,31.122000000000003,16.3875,23.46,2.38,2.5235000000000003,75.873
12,bus,378,mixed,9.25,264,10.53,1.26,44.887499999999996,46.25,1.32,3.6854999999999998,97.40299999999999
278,train,406,vegan,4.35,371,7.29,11.398,48.2125,8.7,1.855,2.5515000000000003,72.71700000000001
216,bus,316,vegan,2.7,485,10.98,22.68,37.525,5.4,2.4250000000000003,3.8430000000000004,71.873
285,car_petrol,372,high_meat,6.16,433,11.37,54.72,44.175,46.2,2.165,3.9795,151.2395
272,car_diesel,590,vegetarian,11.79,645,5.65,46.512,70.0625,35.37,3.225,1.9775000000000003,157.147
61,car_petrol,244,mixed,5.5,210,5.15,11.712,28.974999999999998,27.5,1.05,1.8025,71.03949999999999
83,car_petrol,381,vegan,9.01,571,11.3,15.936,45.24375,18.02,2.855,3.9550000000000005,86.00975
216,car_petrol,219,vegan,11.46,939,8.43,41.472,26.006249999999998,22.92,4.695,2.9505,98.04375000000002
186,car_petrol,570,mixed,3.4,376,2.28,35.712,67.6875,17.0,1.8800000000000001,0.7979999999999999,123.0775
18,car_diesel,512,vegan,10.91,394,1.47,3.0780000000000003,60.8,21.82,1.97,0.5145,88.1825
176,car_petrol,89,high_meat,3.19,449,7.21,33.792,10.56875,23.925,2.245,2.5235000000000003,73.05425000000001
99,car_diesel,586,high_meat,14.55,942,11.23,16.929000000000002,69.58749999999999,109.125,4.71,3.9305,204.282
232,car_diesel,310,high_meat,8.35,363,10.29,39.672000000000004,36.8125,62.625,1.815,3.6014999999999997,144.52599999999998
75,bus,444,high_meat,3.96,875,8.43,7.875,52.724999999999994,29.7,4.375,2.9505,97.6255
264,train,275,vegan,6.45,456,2.53,10.824,32.65625,12.9,2.2800000000000002,0.8855,59.54575
283,train,173,mixed,7.37,724,3.8,11.603,20.54375,36.85,3.62,1.33,73.94675
205,car_diesel,87,mixed,11.86,727,10.63,35.055,10.331249999999999,59.3,3.6350000000000002,3.7205000000000004,112.04175000000001
222,bus,377,mixed,11.66,225,3.01,23.31,44.76875,58.3,1.125,1.0534999999999999,128.55725
51,car_diesel,300,mixed,9.96,981,4.06,8.721,35.625,49.800000000000004,4.905,1.4209999999999998,100.47200000000002
143,car_diesel,225,vegetarian,3.38,130,2.43,24.453000000000003,26.71875,10.14,0.65,0.8505,62.81225
68,car_diesel,503,mixed,3.97,587,8.44,11.628,59.731249999999996,19.85,2.935,2.9539999999999997,97.09825
98,bus,86,vegetarian,3.22,475,11.38,10.29,10.2125,9.66,2.375,3.9830000000000005,36.5205
24,train,365,vegetarian,9.5,797,3.96,0.984,43.34375,28.5,3.985,1.3860000000000001,78.19875
52,bus,163,high_meat,13.4,985,6.23,5.46,19.35625,100.5,4.925,2.1805000000000003,132.42175
150,car_petrol,89,vegetarian,7.64,276,7.98,28.8,10.56875,22.919999999999998,1.3800000000000001,2.793,66.46175
143,bus,350,vegan,4.09,155,11.99,15.014999999999999,41.5625,8.18,0.775,4.1965,69.729
56,bus,273,vegetarian,9.25,759,2.15,5.88,32.418749999999996,27.75,3.795,0.7525,70.59625
38,bus,367,high_meat,12.55,217,6.48,3.9899999999999998,43.58125,94.125,1.085,2.2680000000000007,145.04925
108,bus,398,vegetarian,11.64,189,5.24,11.34,47.262499999999996,34.92,0.9450000000000001,1.834,96.30149999999999
180,train,164,vegan,13.46,416,10.52,7.38,19.474999999999998,26.92,2.08,3.6820000000000004,59.537
41,car_petrol,372,vegan,5.61,980,6.24,7.872,44.175,11.22,4.9,2.184,70.351
185,train,89,vegan,4.52,674,2.22,7.585,10.56875,9.04,3.37,0.7770000000000001,31.34075
222,train,89,high_meat,13.44,691,7.98,9.102,10.56875,100.8,3.455,2.793,126.71875
121,bus,338,high_meat,10.55,545,9.48,12.705,40.137499999999996,79.125,2.725,3.318,138.0105
